Title,Genre,Tags,withDLC,isMature,Franchise,ReleaseDate,Developer,Publisher,Languages,PositiveReviews,TotalReviews,NegativeReviews,OriginalPrice,DiscountPercent
Flashpoint Campaigns: Red Storm Player's Edition,Strategy,"Strategy, Wargame, Cold War, Hex Grid, Tactical, Simulation, Singleplayer, Multiplayer, Turn-Based Strategy, Turn-Based Tactics, Replay Value, Turn-Based",1.0,0.0,,"9 Oct, 2013",On Target Simulations,Slitherine Ltd.,English,213,237,24,"585.000,00₫",-71%
Belial Red,"Adventure, Indie, RPG","Adventure, RPG, Anime, Singleplayer, Sexual Content, Turn-Based Combat, Indie, Hentai, Nudity, Mature, RPGMaker, Female Protagonist, NSFW",0.0,0.0,Kagura Games,"10 Mar, 2023",TEKUNOS A,Kagura Games,"English, Japanese, Simplified Chinese",61,68,7,"205.000,00₫",-30%
Gilded Shadows,"Action, Casual, Indie, Simulation","Otome, Visual Novel, Casual, Romance, Sci-fi, Futuristic, Interactive Fiction, Story Rich, Action-Adventure, 2D, Cyberpunk, Female Protagonist, Character Customization, Action, Simulation, Choices Matter, Funny, Choose Your Own Adventure, Hand-drawn, Emotional",0.0,1.0,,"12 May, 2022",Steamberry Studio,Steamberry Studio,English,141,146,5,"385.000,00₫",-30%
BLASTRONAUT,"Action, Adventure, Indie, RPG, Early Access","Early Access, Sandbox, Exploration, Mining, Online Co-Op, Open World, RPG, Action, Open World Survival Craft, Pixel Graphics, Adventure, Old School, Survival, Base Building, Crafting, 2D, Trading, Procedural Generation, Resource Management, Singleplayer",0.0,0.0,,"27 Jul, 2022",Perfoon,Perfoon,English,115,146,31,"249.000,00₫",-33%
LiEat,"Indie, RPG","Anime, RPG, Cute, Indie, Pixel Graphics, RPGMaker, Story Rich, JRPG, Female Protagonist, Singleplayer, 2D, Party-Based RPG, Casual, Colorful, Adventure, Fantasy, Psychological Horror, Turn-Based, Drama, Dragons",1.0,0.0,WOLF RPG Editor,"26 Feb, 2016",△○□× (Miwashiba),PLAYISM,"English, Japanese, Portuguese - Brazil, Traditional Chinese, Simplified Chinese","(4,027)","(4,196)",169,"43.000,00₫",-60%
Active DBG: Brave's Rage,"Action, Indie, RPG, Strategy","Roguelike Deckbuilder, Roguelike, Deckbuilding, Card Battler, Card Game, Real Time Tactics, Bullet Time, Roguelite, Indie, Strategy RPG, 2D, Strategy, Stylized, RPG, Cartoon, Medieval, Singleplayer, Fantasy, Action, Multiple Endings",0.0,0.0,Astrolabe Games,"1 Feb, 2023",ISVR,Astrolabe Games,"English, Simplified Chinese, Japanese, Traditional Chinese",218,250,32,"239.000,00₫",-25%
Seasons after Fall,"Adventure, Indie","Adventure, Indie, Platformer, Great Soundtrack, Atmospheric, Cute, Puzzle Platformer, Singleplayer, Hand-drawn, 2D, Fantasy, Puzzle, Metroidvania, Fox, Side Scroller, Relaxing, Beautiful",0.0,0.0,,"2 Sep, 2016",Swing Swing Submarine,Focus Entertainment,"English, French, Italian, German, Spanish - Spain","(2,314)","(2,858)",544,"150.000,00₫",-80%
Matchpoint - Tennis Championships,"Simulation, Sports","Sports, Tennis, Simulation, Physics, Competitive, PvP, eSports, Character Customization, 3D, Third Person, Controller, Realistic, Multiplayer, Singleplayer, Tactical, Local Multiplayer",1.0,0.0,,"7 Jul, 2022",Torus Games,Kalypso Media,"English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Japanese, Arabic, Czech, Dutch, Norwegian, Swedish, Traditional Chinese, Korean, Turkish",120,176,56,"630.000,00₫",-30%
Clip maker,"Indie, Simulation","Animation & Modeling, Design & Illustration, Video Production, Sexual Content, Nudity, Simulation, Mature, Indie, Character Customization, 3D, Software, Utilities, Cartoon, Anime, Visual Novel, Level Editor, Management, Programming, Fantasy, Comedy",1.0,0.0,,"24 Jun, 2021",Games For Pleasure,Games For Pleasure,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Romanian, Russian, Simplified Chinese, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",105,138,33,Free,
Forsake: Urban horror,Indie,"Horror, Survival Horror, Online Co-Op, Exploration, Action, Multiplayer, Singleplayer, Indie, Psychological Horror, Co-op, Loot, First-Person, Artificial Intelligence, Dark, Supernatural, 3D, FPS, Survival, Investigation, Shooter",0.0,0.0,,"31 Mar, 2023",Unseen Interactive,Unseen Interactive,"English, French, German, Spanish - Spain, Italian, Simplified Chinese, Portuguese - Portugal, Russian, Japanese",154,192,38,"160.000,00₫",-50%
Territory Idle,"Free to Play, Indie, Strategy","Idler, Free to Play, Strategy, Clicker, Indie, Singleplayer, Early Access, Pixel Graphics, 2D, Retro",0.0,0.0,,"10 Sep, 2019",Aleksandr Golovkin,Aleksandr Golovkin,"English, Russian","(1,227)","(1,525)",298,Free,
Detective Hayseed - Hollywood,"Adventure, Indie, RPG","Adventure, Indie, RPG, Point & Click, Comedy, Detective",0.0,0.0,,"7 Oct, 2016",Zima software,Zima software,"English, German, Czech",127,131,4,"205.000,00₫",-50%
Cockroach Simulator,"Indie, Simulation","Simulation, Indie, Multiplayer, Funny, Nudity, Psychological Horror, Memes, Survival Horror, Sexual Content, Horror, First-Person, War, Survival, Comedy, Open World, Strategy, Atmospheric, Story Rich, Sandbox, Hidden Object",0.0,0.0,,"15 Sep, 2016",HFM Games,HFM Games,English,"(2,410)","(2,983)",573,"30.000,00₫",-50%
Machinika Museum,"Adventure, Casual, Indie","Puzzle, Mystery, Point & Click, Sci-fi, Atmospheric, Indie, Hidden Object, First-Person, Adventure, Investigation, Logic, Futuristic, Science, Aliens, Story Rich, Narration, 3D, Singleplayer, Short, Physics",0.0,0.0,PID Games,"23 Mar, 2021",Littlefield Studio,PID Games,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Traditional Chinese, Korean, Japanese, Polish, Portuguese - Brazil, Russian",750,815,65,"100.000,00₫",-60%
Diluvian Ultra,"Action, Indie","FPS, Exploration, Shooter, Tutorial, Action-Adventure, First-Person, 2.5D, 3D, Lore-Rich, Mars, Linear, Action, Pixel Graphics, Stylized, Sci-fi, Dystopian, Gothic, Vampire, Score Attack, Atmospheric",0.0,0.0,Fulqrum,"28 Sep, 2023",Cresthelm Studios,Fulqrum Publishing,"English, Russian, Simplified Chinese",74,82,8,"142.000,00₫",-20%
We Are One,"Action, Casual, Indie, Strategy","Time Manipulation, Puzzle, VR, Time Travel, Shooter, Action, Time Management, Bullet Time, First-Person, Casual, Strategy, Level Editor, Cartoony, Stylized, Nature, Singleplayer, FPS, Hand-drawn, Physics, Logic",1.0,0.0,,"1 Jun, 2023",Flat Head Studio,Fast Travel Games,"English, French, German, Spanish - Spain, Japanese, Korean",36,36,0,"260.000,00₫",-40%
Frogsong,"Action, Adventure, Indie, RPG","Exploration, Action RPG, Action-Adventure, RPG, 2D, Cute, Top-Down, Funny, LGBTQ+, Controller, Linear, Story Rich, Action, Cartoony, Colorful, Hand-drawn, Family Friendly, Fantasy, Emotional, Atmospheric",0.0,0.0,,"10 Jun, 2023",Frogteam Games,Frogteam Games,English,163,167,4,"205.000,00₫",
Monster Line of Defense,Casual,"Sexual Content, Mature, NSFW, Casual, Top-Down Shooter, Nudity, Anime, Top-Down, 2D, Shooter, Survival, Combat, Linear, Singleplayer, Hentai",1.0,1.0,No.25 Games,"22 Sep, 2023",No.25,No.25,"English, Simplified Chinese, Japanese, Traditional Chinese",131,136,5,"30.000,00₫",-20%
Istanbul: Digital Edition,"Casual, Indie, Strategy","Casual, Strategy, Indie, Board Game, Tabletop, 4 Player Local, 2D, Mouse only, Atmospheric, Family Friendly, Turn-Based, Asynchronous Multiplayer, Local Multiplayer, Touch-Friendly, Multiplayer, Singleplayer, Relaxing, Colorful, Short, Trading",0.0,0.0,Acram,"18 Oct, 2018",Acram Digital,Acram Digital,"English, French, German, Spanish - Spain, Simplified Chinese, Dutch, Japanese, Korean, Polish",216,237,21,"180.000,00₫",-60%
Trash Sailors: Co-Op Trash Raft Simulator,"Action, Adventure, Casual, Indie, Simulation","4 Player Local, Family Friendly, Colorful, Online Co-Op, Casual, Cute, Action, Indie, Funny, Physics, Local Co-Op, Co-op, Local Multiplayer, Multiplayer, Comedy, 2.5D, Cartoon, Sailing, Arcade, Pirates",0.0,0.0,tinyBuild,"16 Dec, 2021",fluckyMachine,tinyBuild,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese",180,246,66,"260.000,00₫",-80%
"EL PASO, NIGHTMARE",Action,"PvE, FPS, Action, First-Person, Action-Adventure, Zombies, Shooter, Violent, Horror, Dark Fantasy, Survival Horror, Atmospheric, Singleplayer, Werewolves, Vampire, Supernatural",0.0,0.0,"El Paso, Elsewhere","25 Oct, 2022",Strange Scaffold,Strange Scaffold,English,72,87,15,"70.000,00₫",-33%
Don't Be Afraid,"Action, Adventure, Indie, Simulation","First-Person, Horror, Survival, Walking Simulator, Survival Horror, Exploration, Story Rich, Simulation, Action, Adventure, Realistic, Singleplayer, Inventory Management, Indie, Psychological Horror, Violent, Gore, Thriller, Atmospheric, Great Soundtrack",0.0,1.0,,"17 Dec, 2020",Limo Games,Eneida Games,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Turkish",440,516,76,"142.000,00₫",-66%
Midnight Girl,"Adventure, Casual, Indie","Casual, Adventure, Point & Click, Puzzle, Minimalist, Atmospheric, Heist, Exploration, Stylized, Mystery, Relaxing, Female Protagonist, 2D, Indie, Retro, Stealth, Story Rich, Singleplayer, Investigation, Side Scroller",0.0,0.0,,"6 Oct, 2023",Italic,Italic,English,69,73,4,"205.000,00₫",-15%
War of Tanks: Blitzkrieg,"Free to Play, RPG, Strategy","Free to Play, Strategy, RPG, Tanks",0.0,0.0,,"13 Aug, 2019",HQGames,HQGames,"English, Simplified Chinese",90,159,69,Free,
Aliens versus Predator Classic 2000,Action,"FPS, Classic, Action, Horror, Aliens, Sci-fi, Multiplayer, Shooter, Retro, First-Person, Singleplayer, Atmospheric, Gore, Fast-Paced, Stealth, Survival, Old School, 1990's",0.0,0.0,,"28 Mar, 2000",Rebellion,Rebellion,"English, Dutch, French, German, Spanish - Spain","(2,137)","(2,439)",302,"73.500,00₫",-80%
Card Hog,"Casual, Indie, RPG, Strategy","Card Battler, Turn-Based, Roguelike Deckbuilder, Deckbuilding, Roguelite, Turn-Based Strategy, Comedy, Funny, Roguelike, Tactical, Casual, Strategy, Indie, Tabletop, Local Co-Op, Card Game, RPG, Dungeon Crawler, 2D, Cartoon",0.0,0.0,,"4 Dec, 2023",SnoutUp,SnoutUp,"English, Polish, German, Portuguese - Brazil, Russian, Simplified Chinese",433,451,18,"87.500,00₫",
HAINYA WORLD,"Action, Adventure, Casual, Indie, RPG, Early Access","Early Access, Open World Survival Craft, Sandbox, Survival, Side Scroller, Multiplayer, Adventure, Exploration, Crafting, Cartoon, Cartoony, Casual, God Game, Action, RPG, 3D, Co-op, Action RPG, Dungeon Crawler, Cute",0.0,0.0,,"31 Aug, 2023",NETWORKGO,NETWORKGO,"English, Simplified Chinese, Traditional Chinese, Japanese",54,61,7,"260.000,00₫",-25%
Strongblade - Puzzle Quest and Match-3 Adventure,"Casual, Free to Play","Puzzle, Casual, Free to Play, Match 3, Relaxing, Colorful, Story Rich, Cute, Emotional, Stylized, Atmospheric, 2D, Early Access, Family Friendly, Singleplayer, Fantasy, Nature, Collectathon, Narrative, Adventure",0.0,0.0,Strongblade,"14 Sep, 2023",Dekovir,Matryoshka,"English, French, Italian, German, Spanish - Spain, Bulgarian, Czech, Dutch, Japanese, Korean, Polish, Portuguese - Brazil, Romanian, Russian, Ukrainian, Slovenian, Turkish",319,376,57,Free,
2064: Read Only Memories,"Adventure, Indie","Cyberpunk, Visual Novel, Interactive Fiction, Story Rich, Atmospheric, Noir, Multiple Endings, Choices Matter, Point & Click, Conversation, Stylized, Sci-fi, Comic Book, Emotional, 2D, Futuristic, Adventure, Singleplayer, LGBTQ+, Narrative",1.0,0.0,Read Only Memories,"6 Oct, 2015","MidBoss, LLC.",Chorus Worldwide Games,"English, Japanese","(1,258)","(1,580)",322,"188.000,00₫",-70%
Eliza,Indie,"Female Protagonist, Visual Novel, Emotional, Psychological, Indie, Atmospheric, Story Rich, Dystopian, Singleplayer, Beautiful, Great Soundtrack, Choices Matter, Sci-fi, LGBTQ+, Casual",1.0,0.0,,"12 Aug, 2019",Zachtronics,Zachtronics,"English, Hungarian, Russian, German, French, Spanish - Spain, Italian, Simplified Chinese, Japanese, Portuguese - Brazil","(1,382)","(1,511)",129,"205.000,00₫",-50%
If My Heart Had Wings,"Adventure, Casual, Simulation","Visual Novel, Romance, Dating Sim, Cute, Point & Click, Choices Matter, Story Rich, Funny, Anime, Action, Casual, Simulation, Atmospheric, Adventure, Nudity, Singleplayer, Sexual Content, Mature, Hentai, Great Soundtrack",1.0,1.0,If My Heart Had Wings,"28 Jun, 2013",MoeNovel,MoeNovel,"English, Japanese, Simplified Chinese","(4,106)","(4,453)",347,"165.000,00₫",-80%
BEAUTIFUL DESOLATION,"Adventure, Indie","Point & Click, Isometric, Adventure, Post-apocalyptic, Story Rich, Lore-Rich, Multiple Endings, Atmospheric, Sci-fi, 2.5D, Cinematic, Mystery, Retro, 2D, FMV, Puzzle, Old School, Alternate History, Investigation, Choices Matter",1.0,0.0,BEAUTIFUL DESOLATION,"26 Feb, 2020",THE BROTHERHOOD,THE BROTHERHOOD,"English, French, German, Russian, Spanish - Spain, Turkish, Spanish - Latin America, Simplified Chinese, Traditional Chinese, Bulgarian, Polish, Italian, Portuguese - Brazil, Hungarian, Japanese, Korean",457,577,120,"180.000,00₫",-60%
Cantata,"Indie, Simulation, Strategy","Strategy, Sandbox, Pixel Graphics, Management, Moddable, Level Editor, Turn-Based Strategy, Base Building, Turn-Based Tactics, Sci-fi, 4X, Replay Value, Automation, Atmospheric, Multiplayer, Singleplayer, Building, Story Rich, Local Multiplayer, PvP",1.0,0.0,,"15 Aug, 2023",Afterschool Studio,Modern Wolf,English,90,118,28,"220.000,00₫",-20%
Hood: Outlaws & Legends,"Action, Adventure, Massively Multiplayer, RPG","Action, Adventure, RPG, Action RPG, Medieval, PvP, Action-Adventure, Stealth, 3D, Multiplayer, Fantasy, Co-op, FPS, First-Person, Massively Multiplayer, Online Co-Op, Combat, Violent, Heist, Dark",1.0,1.0,Focus Entertainment,"10 May, 2021",Sumo Digital,Focus Entertainment,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese","(3,710)","(7,664)","(3,954)","270.000,00₫",-80%
SGS We The People,Strategy,"Strategy, Turn-Based Strategy, Wargame, Political Sim, 2D, Colorful, War, Historical, Military, Choices Matter, Multiple Endings, Story Rich, Singleplayer, Multiplayer",0.0,0.0,SGS,"19 Oct, 2023",Strategy Game Studio,Avalon Digital,"English, French, Spanish - Spain, Italian, German, Korean, Japanese, Polish, Portuguese - Portugal, Russian",18,18,0,"385.000,00₫",-15%
Lovelorn sanatoriumⅠ,"RPG, Simulation","Sexual Content, Nudity, Interactive Fiction, NSFW, Mature, Adventure, RPG, Simulation, Funny, 2D, Story Rich, Comic Book, Singleplayer, Anime, Romance, LGBTQ+, Hentai, Casual, FPS, Puzzle",1.0,1.0,,"11 Nov, 2022",TUTGame,DSGame,"English, Simplified Chinese","(1,262)","(1,948)",686,"100.000,00₫",-23%
Sinking Simulator,"Casual, Indie, Simulation","Simulation, Sandbox, Indie, Casual, Destruction, Physics, 2D, Psychological Horror, Free to Play, Singleplayer, Multiplayer, Games Workshop",1.0,0.0,Sinking Simulator,"10 May, 2013",Wicpar,Pac0master,English,"(3,348)","(3,904)",556,"15.000,00₫",
Disc Creatures,"Adventure, Casual, Indie, RPG","RPG, Creature Collector, JRPG, Turn-Based Combat, Indie, Pixel Graphics, 2D, Retro, Anime, Singleplayer, Modern, RPGMaker, Collectathon, Cute, Family Friendly, Funny, Fantasy, Team-Based, Nostalgia, Turn-Based",1.0,0.0,DANGEN Entertainment,"17 Oct, 2019",PICORINNE SOFT,DANGEN Entertainment,"English, Japanese",163,191,28,"165.000,00₫",-50%
Flowers Blooming at the End of Summer,"Casual, Indie","Indie, Visual Novel, Casual, Romance, Atmospheric, Singleplayer, Emotional, Anime, Drama, 2D, Crowdfunded, Dating Sim, Cute",1.0,0.0,PsychoFlux Presents,"26 Feb, 2021",MidnightWorks,PsychoFlux Entertainment,"English, Korean","(1,330)","(1,393)",63,"16.000,00₫",-25%
Outcast - Second Contact,"Action, Adventure","Adventure, Action, Open World, Sci-fi, Remake, Third Person, Singleplayer, Story Rich, Classic, Third-Person Shooter, Cult Classic, Exploration, Great Soundtrack, RPG, Funny, Multiplayer",1.0,0.0,Nacon,"14 Nov, 2017",Appeal,Nacon,"English, French, Italian, German, Spanish - Spain, Dutch, Portuguese - Portugal",638,810,172,"165.000,00₫",-90%
Dungeon Warfare 2,"Indie, Strategy","Strategy, Indie, Tower Defense, 2D, Pixel Graphics",1.0,0.0,,"6 Jul, 2018",Valsar,Valsar,"English, Korean, French, Japanese, Simplified Chinese, German, Portuguese - Brazil, Russian",866,962,96,"165.000,00₫",-75%
DYNASTY WARRIORS 8 Empires,Action,"Action, Character Customization, Hack and Slash, Strategy, Musou, RPG, Historical, Third Person, Beat 'em up, Singleplayer, Anime, Great Soundtrack, Local Co-Op, Co-op",1.0,0.0,"KOEI TECMO GAMES CO., LTD.","26 Feb, 2015","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","English, Japanese, Traditional Chinese",947,"(1,416)",469,"390.000,00₫",
BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,"Action, Casual, Indie","Rhythm, Platformer, Indie, Music, Difficult, Runner, Action, Singleplayer, Precision Platformer, Colorful, Arcade, Side Scroller, Comedy, Controller, Linear, Great Soundtrack, Casual, Score Attack, 2D, Addictive",1.0,0.0,,"26 Feb, 2013",Gaijin Games,Gaijin Games,English,"(2,774)","(3,017)",243,"165.000,00₫",-50%
Grand Prix Story,"Casual, Indie, Racing, Simulation, Sports, Strategy","Simulation, Racing, Strategy, Casual, Sports, Pixel Graphics, Life Sim, 2D Platformer, 2D, Indie, Cute, Driving, Singleplayer",0.0,0.0,"Kairosoft Co.,Ltd","10 Oct, 2022","Kairosoft Co.,Ltd","Kairosoft Co.,Ltd","English, Simplified Chinese, Traditional Chinese, Japanese, Korean, Thai",97,108,11,"110.000,00₫",-28%
Yet Another Zombie Defense HD,"Action, Indie","Zombies, Top-Down Shooter, Violent, Tower Defense, Gore, Strategy, Shooter, Arena Shooter, Base Building, Twin Stick Shooter, Isometric, Survival, Action, Co-op, Multiplayer, Indie, Online Co-Op, Local Multiplayer, 4 Player Local, Local Co-Op",0.0,1.0,Awesome Games Studio,"25 Aug, 2017",Awesome Games Studio,Awesome Games Studio,"English, French, Italian, German, Spanish - Spain, Portuguese - Portugal, Portuguese - Brazil, Russian, Turkish, Japanese, Korean, Polish, Simplified Chinese","(2,321)","(2,736)",415,"59.000,00₫",-83%
Blitzkrieg Anthology,Strategy,"Strategy, World War II, RTS, Military, War, Singleplayer, Historical, Real Time Tactics, Classic, Tanks, Tactical, Realistic, Difficult, Atmospheric, Great Soundtrack, Multiplayer, Dynamic Narration",0.0,0.0,,"28 Mar, 2003",Nival,Nival,"English, German, Russian","(1,175)","(1,297)",122,"65.000,00₫",
VR Dungeon Knight,"Action, Adventure, Indie, RPG, Early Access","RPG, Adventure, Action, VR, Indie, Early Access, Dungeon Crawler, Co-op, Roguelike",0.0,0.0,Wolfdog Interactive,"24 Apr, 2017",Blackjard Softworks,Wolfdog Interactive,English,"(1,057)","(1,376)",319,"188.000,00₫",-50%
江华号,"Adventure, Indie, RPG","Adventure, Interactive Fiction, Female Protagonist, Point & Click, Word Game, Puzzle, Story Rich, Investigation, Historical, Detective, Mystery, Assassin, Anime, 2D, Hand-drawn, Exploration, RPG, Conversation, Drama, Linear",0.0,0.0,IndieArk,"7 Dec, 2023",知音动漫,IndieArk,"English, Simplified Chinese",79,90,11,"142.000,00₫",
